delta,lam,ell,a,m_det,det_units_lb
10,13|12|10|4|1,5,271,63185,-62914
10,15|14|5|4|2,5,337,63480,-63143
10,16|7|7|7|3,5,83,63533,-63450
10,12|12|9|6|1,5,174,64207,-64033
10,19|7|6|4|4,5,182,64536,-64354
10,15|14|6|3|2,5,387,64794,-64407
10,13|12|5|5|5,5,54,65003,-64949
10,18|7|7|4|4,5,120,66518,-66398
10,17|13|5|3|2,5,509,67471,-66962
10,12|11|10|6|1,5,170,67206,-67036
10,16|13|7|3|1,5,598,67960,-67362
10,15|13|8|3|1,5,509,67913,-67404
10,11|10|10|7|2,5,90,67658,-67568
10,14|9|9|7|1,5,156,67829,-67673
10,16|9|7|7|1,5,209,68085,-67876
10,19|8|5|4|4,5,213,68233,-68020
10,13|13|8|5|1,5,258,68484,-68226
10,18|10|8|3|1,5,583,69956,-69373
10,13|10|10|6|1,5,193,70074,-69881
10,19|11|5|3|2,5,550,70475,-69925
10,19|10|5|3|3,5,279,70381,-70102
10,14|14|6|4|2,5,326,70559,-70233
10,20|7|6|4|3,5,256,70543,-70287
10,10|10|8|8|4,5,63,70505,-70442
10,16|13|5|3|3,5,274,71062,-70788
10,13|13|6|6|2,5,150,71104,-70954
10,19|9|6|5|1,5,458,71992,-71534
10,17|9|9|3|2,5,308,71896,-71588
10,10|9|8|8|5,5,37,71732,-71695
10,19|8|7|3|3,5,238,71955,-71717
10,19|7|7|4|3,5,210,72273,-72063
10,13|13|8|3|3,5,189,72897,-72708
10,14|7|7|7|5,5,48,72797,-72749
10,15|10|10|3|2,5,289,74630,-74341
10,18|12|5|3|2,5,568,74987,-74419
10,12|9|9|8|2,5,74,74646,-74572
10,20|9|6|3|2,5,535,75726,-75191
10,18|11|7|3|1,5,725,76838,-76113
10,14|10|10|5|1,5,260,77032,-76772
10,14|10|10|3|3,5,143,77534,-77391
10,15|12|9|3|1,5,513,77941,-77428
10,13|12|10|3|2,5,270,77759,-77489
10,20|8|5|4|3,5,304,78094,-77790
10,12|12|10|4|2,5,220,78019,-77799
10,20|9|5|4|2,5,488,78391,-77903
10,10|10|8|6|6,5,58,77997,-77939
10,11|11|10|6|2,5,104,78241,-78137
10,17|7|6|5|5,5,80,78981,-78901
10,13|8|8|8|3,5,91,79180,-79089
10,19|10|6|4|1,5,700,80406,-79706
10,17|10|6|6|1,5,395,80207,-79812
10,17|12|7|3|1,5,726,80689,-79963
10,19|9|7|4|1,5,600,80678,-80078
10,14|8|6|6|6,5,84,80176,-80092
10,16|11|9|3|1,5,563,80738,-80175
10,19|9|5|5|2,5,321,80694,-80373
10,15|12|6|6|1,5,357,81175,-80818
10,11|10|9|8|2,5,93,81107,-81014
10,18|7|6|6|3,5,182,82213,-82031
10,15|7|7|7|4,5,66,82660,-82594
10,16|9|9|5|1,5,319,83294,-82975
10,14|13|5|4|4,5,187,83504,-83317
10,12|12|7|7|2,5,113,83973,-83860
10,12|11|9|7|1,5,184,84313,-84129
10,16|13|6|4|1,5,647,84800,-84153
10,18|11|5|3|3,5,337,84515,-84178
10,12|8|8|8|4,5,87,85661,-85574
10,17|12|5|3|3,5,329,85915,-85586
10,18|9|8|4|1,5,554,86323,-85769
10,11|8|8|7|6,5,42,86442,-86400
10,14|11|10|4|1,5,385,87313,-86928
10,15|13|6|5|1,5,462,87644,-87182
10,16|7|6|6|5,5,90,87517,-87427
10,16|9|9|3|3,5,236,88637,-88401
10,19|8|5|5|3,5,210,88763,-88553
10,15|9|9|6|1,5,259,88910,-88651
10,17|11|8|3|1,5,717,89490,-88773
10,16|12|8|3|1,5,680,90483,-89803
10,16|11|6|6|1,5,415,91211,-90796
10,11|9|9|8|3,5,65,91121,-91056
10,15|13|5|5|2,5,332,92298,-91966
10,16|7|7|5|5,5,95,92675,-92580
10,16|9|5|5|5,5,85,92765,-92680
10,14|13|8|4|1,5,488,93674,-93186
10,20|8|6|4|2,5,561,93961,-93400
10,14|11|7|7|1,5,258,93707,-93449
10,13|13|6|4|4,5,145,93725,-93580
10,15|10|7|7|1,5,269,93934,-93665
10,13|11|10|5|1,5,305,95466,-95161
10,19|9|6|3|3,5,353,95994,-95641
10,13|11|10|3|3,5,201,96392,-96191
10,18|11|6|4|1,5,807,98476,-97669
10,10|9|8|7|6,5,40,98452,-98412
10,10|9|9|7|5,5,47,98542,-98495
10,12|12|6|5|5,5,69,99874,-99805
10,15|9|8|7|1,5,279,100429,-100150
10,18|8|6|6|2,5,363,100548,-100185
10,18|8|5|5|4,5,155,100457,-100302
10,12|10|6|6|6,5,89,100819,-100730
10,17|12|6|4|1,5,803,101786,-100983
10,12|8|7|7|6,5,39,101344,-101305
10,18|8|8|4|2,5,454,102344,-101890
10,18|10|6|5|1,5,615,103405,-102790
10,19|7|6|5|3,5,255,103523,-103268
10,14|13|7|5|1,5,452,105199,-104747
10,19|9|7|3|2,5,608,105414,-104806
10,11|11|9|7|2,5,139,105689,-105550
10,16|8|7|7|2,5,188,105982,-105794
10,15|13|7|4|1,5,652,107140,-106488
10,17|7|6|6|4,5,167,106667,-106500
10,14|11|5|5|5,5,90,106681,-106591
10,13|9|8|8|2,5,153,106955,-106802
10,14|11|10|3|2,5,383,107658,-107275
10,12|10|10|4|4,5,157,108045,-107888
10,19|10|6|3|2,5,734,108920,-108186
10,19|10|5|4|2,5,662,110184,-109522
10,18|9|8|3|2,5,560,110133,-109573
10,13|9|6|6|6,5,82,110118,-110036
10,13|10|9|7|1,5,247,110316,-110069
10,18|9|5|4|4,5,298,110587,-110289
10,12|8|8|6|6,5,87,110848,-110761
10,16|13|5|4|2,5,597,111566,-110969
10,18|10|5|5|2,5,412,112343,-111931
10,15|13|6|3|3,5,370,112546,-112176
10,14|13|5|5|3,5,228,112819,-112591
10,16|13|6|3|2,5,687,113562,-112875
10,15|10|5|5|5,5,93,113754,-113661
10,18|9|7|5|1,5,599,115216,-114617
10,17|9|7|6|1,5,471,115673,-115202
10,16|10|9|4|1,5,597,116279,-115682
10,18|7|7|5|3,5,246,117171,-116925
10,14|13|8|3|2,5,493,117628,-117135
10,11|11|10|5|3,5,140,117526,-117386
10,12|10|8|8|2,5,187,118558,-118371
10,14|13|7|3|3,5,322,118882,-118560
10,17|7|7|6|3,5,192,118791,-118599
10,16|12|6|5|1,5,645,119534,-118889
10,13|12|9|5|1,5,397,119395,-118998
10,10|10|9|6|5,5,65,119362,-119297
10,18|10|7|4|1,5,848,121089,-120241
10,11|9|7|7|6,5,53,120674,-120621
10,14|12|9|4|1,5,565,121350,-120785
10,15|8|8|7|2,5,229,121704,-121475
10,13|12|9|3|3,5,260,122381,-122121
10,17|11|6|5|1,5,695,122999,-122304
10,18|7|6|5|4,5,211,123151,-122940
10,19|8|7|4|2,5,573,123702,-123129
10,10|10|9|7|4,5,70,123918,-123848
10,13|11|8|7|1,5,313,125945,-125632
10,19|8|6|5|2,5,501,126243,-125742
10,16|12|5|5|2,5,433,126184,-125751
10,17|9|8|5|1,5,572,126611,-126039
10,15|7|7|6|5,5,96,127694,-127598
10,19|9|5|4|3,5,458,128158,-127700
10,13|13|8|4|2,5,355,128088,-127733
10,11|10|10|5|4,5,111,130200,-130089
10,11|10|8|8|3,5,117,131169,-131052
10,17|11|5|5|2,5,487,131669,-131182
10,18|11|5|4|2,5,750,132245,-131495
10,18|11|6|3|2,5,851,132675,-131824
10,13|12|8|6|1,5,402,132788,-132386
10,17|12|5|4|2,5,747,135048,-134301
10,18|10|6|3|3,5,452,135131,-134679
10,18|9|7|3|3,5,434,135416,-134982
10,16|9|8|6|1,5,484,135952,-135468
10,17|12|6|3|2,5,850,136640,-135790
10,15|13|7|3|2,5,672,137656,-136984
10,10|10|8|7|5,5,62,137773,-137711
10,11|10|10|6|3,5,141,137996,-137855
10,17|9|8|3|3,5,382,138650,-138268
10,17|10|8|4|1,5,834,139191,-138357
10,11|9|8|8|4,5,84,138496,-138412
10,12|10|10|6|2,5,247,139084,-138837
10,17|7|7|5|4,5,190,139943,-139753
10,14|10|8|7|1,5,363,140719,-140356
10,14|12|7|6|1,5,490,141206,-140716
10,14|10|10|4|2,5,418,141717,-141299
10,15|13|5|4|3,5,433,142222,-141789
10,15|12|5|4|4,5,331,142716,-142385
10,18|8|6|4|4,5,384,143823,-143439
10,15|11|9|4|1,5,693,144694,-144001
10,16|12|7|4|1,5,917,145220,-144303
10,16|10|9|3|2,5,595,145205,-144610
10,12|12|6|6|4,5,184,145685,-145501
10,18|9|5|5|3,5,337,146552,-146215
10,17|11|7|4|1,5,966,147253,-146287
10,11|10|7|6|6,5,80,146479,-146399
10,13|8|7|6|6,5,90,147119,-147029
10,17|10|5|4|4,5,384,148567,-148183
10,14|12|9|3|2,5,564,150507,-149943
10,16|7|7|6|4,5,155,152946,-152791
10,16|12|6|3|3,5,480,153447,-152967
10,13|13|7|5|2,5,382,153415,-153033
10,16|8|8|4|4,5,305,153420,-153115
10,13|11|9|6|1,5,412,154028,-153616
10,15|12|8|4|1,5,834,155550,-154716
10,16|9|9|4|2,5,446,155423,-154977
10,17|8|8|5|2,5,460,155717,-155257
10,12|9|8|8|3,5,143,155566,-155423
10,11|11|7|7|4,5,121,155995,-155874
10,18|10|7|3|2,5,857,157087,-156230
10,12|12|8|4|4,5,243,156786,-156543
10,19|8|6|4|3,5,519,157169,-156650
10,14|10|9|6|1,5,453,159084,-158631
10,17|11|6|3|3,5,540,159590,-159050
10,12|12|9|5|2,5,309,159470,-159161
10,15|10|9|5|1,5,579,159752,-159173
10,13|13|6|5|3,5,286,159806,-159520
10,11|9|8|6|6,5,77,159922,-159845
10,19|9|6|4|2,5,835,161026,-160191
10,17|9|5|5|4,5,253,162706,-162453
10,11|11|8|5|5,5,121,163169,-163048
10,16|11|5|4|4,5,386,163506,-163120
10,12|11|10|5|2,5,306,163672,-163366
10,16|10|7|6|1,5,630,165043,-164413
10,12|12|9|4|3,5,271,165100,-164829
10,14|12|5|5|4,5,215,165904,-165689
10,15|10|9|3|3,5,379,166106,-165727
10,13|9|9|7|2,5,223,167112,-166889
10,12|11|10|4|3,5,257,167654,-167397
10,16|11|8|4|1,5,944,168845,-167901
10,17|10|7|5|1,5,820,169077,-168257
10,13|13|7|4|3,5,343,168934,-168591
10,16|8|8|6|2,5,428,169409,-168981
10,17|8|8|4|3,5,408,169460,-169052
10,13|10|10|5|2,5,343,171926,-171583
10,17|9|6|6|2,5,513,172504,-171991
10,16|8|6|5|5,5,153,172710,-172557
10,13|11|10|4|2,5,429,173007,-172578
10,17|10|8|3|2,5,843,176446,-175603
10,15|12|7|5|1,5,776,176627,-175851
10,18|10|5|4|3,5,601,176717,-176116
10,13|10|10|4|3,5,292,176464,-176172
10,14|13|6|5|2,5,529,177884,-177355
10,14|12|8|5|1,5,676,178780,-178104
10,15|11|7|6|1,5,641,179484,-178843
10,14|11|9|5|1,5,621,179744,-179123
10,15|11|9|3|2,5,695,179927,-179232
10,12|9|9|5|5,5,129,181627,-181498
10,11|10|9|5|5,5,111,181711,-181600
10,18|8|7|5|2,5,581,183715,-183134
10,14|11|9|3|3,5,417,185614,-185197
10,17|8|7|6|2,5,478,186032,-185554
10,16|12|7|3|2,5,935,186857,-185922
10,12|12|8|6|2,5,364,186616,-186252
10,12|8|8|7|5,5,98,187728,-187630
10,14|12|8|3|3,5,424,189110,-188686
10,15|13|6|4|2,5,795,189674,-188879
10,17|11|7|3|2,5,988,190163,-189175
10,14|12|6|6|2,5,508,191003,-190495
10,17|8|6|6|3,5,383,191254,-190871
10,15|12|5|5|3,5,390,192109,-191719
10,17|8|7|4|4,5,376,192119,-191743
10,14|9|9|4|4,5,217,192190,-191973
10,15|8|6|6|5,5,188,192551,-192363
10,14|8|8|5|5,5,129,194195,-194066
10,17|10|7|3|3,5,572,194955,-194383
10,15|12|8|3|2,5,846,195687,-194841
10,16|12|5|4|3,5,611,195934,-195323
10,16|11|7|5|1,5,904,196390,-195486
10,15|9|7|7|2,5,340,196283,-195943
10,16|10|8|5|1,5,822,196843,-196021
10,17|10|5|5|3,5,428,198044,-197616
10,12|11|6|6|5,5,150,198440,-198290
10,11|11|8|7|3,5,188,198528,-198340
10,12|9|7|6|6,5,104,198645,-198541
10,15|8|7|7|3,5,230,199255,-199025
10,11|9|9|6|5,5,104,199480,-199376
10,15|12|7|3|3,5,542,200151,-199609
10,15|10|8|6|1,5,671,201775,-201104
10,13|8|7|7|5,5,114,201791,-201677
10,11|9|9|7|4,5,122,204211,-204089
10,17|11|5|4|3,5,663,204877,-204214
10,11|11|7|6|5,5,127,204409,-204282
10,12|10|10|5|3,5,238,206216,-205978
10,14|13|7|4|2,5,711,207132,-206421
10,14|11|8|6|1,5,645,207438,-206793
10,18|8|7|4|3,5,562,209909,-209347
10,16|10|5|5|4,5,298,210840,-210542
10,11|10|7|7|5,5,107,210990,-210883
10,16|10|8|3|3,5,519,211510,-210991
10,16|11|8|3|2,5,954,213005,-212051
10,13|11|7|7|2,5,346,213235,-212889
10,14|13|6|4|3,5,528,213615,-213087
10,11|11|9|5|4,5,185,214337,-214152
10,14|8|8|7|3,5,237,214452,-214215
10,18|9|6|5|2,5,778,217983,-217205
10,15|11|5|5|4,5,319,218229,-217910
10,13|12|9|4|2,5,587,219358,-218771
10,16|11|5|5|3,5,467,219741,-219274
10,15|11|8|5|1,5,884,222943,-222059
10,12|11|9|4|4,5,249,222679,-222430
10,11|11|9|6|3,5,216,223724,-223508
10,16|11|7|3|3,5,641,224372,-223731
10,15|9|9|5|2,5,488,227938,-227450
10,12|10|9|7|2,5,295,228141,-227846
10,18|10|6|4|2,5,1144,229073,-227929
10,18|9|7|4|2,5,954,232961,-232007
10,16|10|6|6|2,5,677,233791,-233114
10,18|8|6|5|3,5,523,234355,-233832
10,14|9|9|6|2,5,375,234784,-234409
10,12|11|8|7|2,5,345,236968,-236623
10,15|11|8|3|3,5,593,238225,-237632
10,17|9|6|4|4,5,520,238210,-237690
10,13|12|6|6|3,5,362,238599,-238237
10,12|9|9|7|3,5,208,238715,-238507
10,15|9|9|4|3,5,432,240405,-239973
10,16|8|6|6|4,5,361,242433,-242072
10,17|9|8|4|2,5,879,244102,-243223
10,15|11|6|6|2,5,625,245733,-245108
10,14|8|7|7|4,5,183,245959,-245776
10,11|10|9|7|3,5,206,246782,-246576
10,14|10|7|7|2,5,388,248392,-248004
10,13|8|8|7|4,5,200,248946,-248746
10,14|12|6|4|4,5,496,252215,-251719
10,12|12|7|6|3,5,314,253127,-252813
10,15|8|7|5|5,5,211,253345,-253134
10,13|11|6|5|5,5,220,258914,-258694
10,16|12|6|4|2,5,1182,260960,-259778
10,12|11|7|7|3,5,259,261138,-260879
10,18|9|6|4|3,5,796,267586,-266790
10,17|11|6|4|2,5,1227,269066,-267839
10,13|12|7|4|4,5,402,268433,-268031
10,15|9|6|5|5,5,243,271280,-271037
10,14|9|8|7|2,5,437,271896,-271459
10,12|12|7|5|4,5,275,272956,-272681
10,13|8|8|6|5,5,196,273906,-273710
10,17|8|6|5|4,5,434,275070,-274636
10,16|8|8|5|3,5,464,279721,-279257
10,12|11|9|6|2,5,434,280666,-280232
10,13|12|7|6|2,5,561,281805,-281244
10,12|9|7|7|5,5,155,282843,-282688
10,11|9|8|7|5,5,151,283365,-283214
10,14|9|6|6|5,5,245,288357,-288112
10,12|12|8|5|3,5,381,293355,-292974
10,15|10|9|4|2,5,864,296569,-295705
10,12|11|7|5|5,5,220,296309,-296089
10,13|10|9|4|4,5,370,299062,-298692
10,15|12|6|5|2,5,922,301608,-300686
10,17|10|6|5|2,5,1017,303117,-302100
10,13|10|6|6|5,5,248,304782,-304534
10,15|8|8|6|3,5,436,306315,-305879
10,11|11|8|6|4,5,222,310930,-310708
10,14|10|6|5|5,5,252,315013,-314761
10,16|10|6|4|4,5,676,315582,-314906
10,15|8|8|5|4,5,381,317385,-317004
10,16|9|6|6|3,5,561,318789,-318228
10,15|11|6|4|4,5,613,327421,-326808
10,13|12|6|5|4,5,405,327673,-327268
10,14|11|9|4|2,5,890,330830,-329940
10,15|9|8|4|4,5,500,336206,-335706
10,14|12|8|4|2,5,1070,338013,-336943
10,17|10|7|4|2,5,1324,338555,-337231
10,13|10|8|7|2,5,517,338621,-338104
10,16|11|6|5|2,5,1080,341286,-340206
10,17|8|7|5|3,5,640,341029,-340389
10,16|9|7|4|4,5,573,341234,-340661
10,16|9|7|6|2,5,777,343192,-342415
10,17|9|7|5|2,5,992,343466,-342474
10,14|9|7|7|3,5,373,343591,-343218
10,13|12|8|5|2,5,763,345649,-344886
10,14|8|7|6|5,5,258,347397,-347139
10,15|12|7|4|2,5,1239,349092,-347853
10,16|8|7|6|3,5,541,352235,-351694
10,12|9|9|6|4,5,238,352399,-352161
10,13|9|9|5|4,5,319,357219,-356900
10,11|10|9|6|4,5,261,358363,-358102
10,15|12|6|4|3,5,922,362921,-361999
10,11|10|8|7|4,5,247,363029,-362782
10,16|9|8|5|2,5,935,365472,-364537
10,14|8|8|6|4,5,394,365129,-364735
10,13|12|8|4|3,5,663,365460,-364797
10,13|9|9|6|3,5,384,366904,-366520
10,14|9|9|5|3,5,495,367835,-367340
10,17|10|6|4|3,5,1028,368383,-367355
10,13|11|6|6|4,5,385,371059,-370674
10,13|10|9|6|2,5,616,372717,-372101
10,12|10|7|7|4,5,247,372977,-372730
10,13|9|8|5|5,5,275,375417,-375142
10,16|10|8|4|2,5,1308,376457,-375149
10,11|10|8|6|5,5,228,377787,-377559
10,12|10|8|5|5,5,236,381903,-381667
10,15|9|6|6|4,5,466,383956,-383490
10,13|11|9|5|2,5,761,384838,-384077
10,15|9|8|6|2,5,779,385277,-384498
10,17|9|7|4|3,5,934,386612,-385678
10,14|11|6|6|3,5,595,386897,-386302
10,13|10|7|7|3,5,397,388086,-387689
10,16|11|7|4|2,5,1421,389644,-388223
10,13|9|7|7|4,5,291,388550,-388259
10,13|11|8|4|4,5,503,389822,-389319
10,16|9|8|4|3,5,827,393307,-392480
10,17|9|6|5|3,5,818,395947,-395129
10,16|8|7|5|4,5,507,397930,-397423
10,13|11|9|4|3,5,655,399698,-399043
10,14|10|9|5|2,5,829,400861,-400032
10,14|12|7|5|2,5,998,404769,-403771
10,15|10|6|6|3,5,669,405675,-405006
10,14|9|7|5|5,5,331,410395,-410064
10,16|11|6|4|3,5,1085,412375,-411290
10,14|10|9|4|3,5,723,418185,-417462
10,15|11|8|4|2,5,1322,421718,-420396
10,14|12|6|5|3,5,749,423932,-423183
10,12|11|9|5|3,5,528,428470,-427942
10,14|11|7|4|4,5,651,432142,-431491
10,15|8|7|6|4,5,464,437866,-437402
10,13|9|8|7|3,5,437,438055,-437618
10,14|12|7|4|3,5,931,446905,-445974
10,15|10|7|4|4,5,731,447423,-446692
10,13|10|7|5|5,5,327,447529,-447202
10,12|9|8|7|4,5,315,447597,-447282
10,16|9|6|5|4,5,637,448790,-448153
10,14|10|8|4|4,5,679,449533,-448854
10,14|11|7|6|2,5,913,450536,-449623
10,14|10|6|6|4,5,549,452561,-452012
10,15|10|7|6|2,5,994,460053,-459059
10,12|10|8|7|3,5,433,461203,-460770
10,13|11|8|6|2,5,817,462167,-461350
10,12|10|9|5|4,5,412,469527,-469115
10,12|9|8|6|5,5,297,474279,-473982
10,16|10|7|5|2,5,1298,481327,-480029
10,12|10|9|6|3,5,504,488029,-487525
10,13|12|7|5|3,5,733,489362,-488629
10,12|10|7|6|5,5,323,495377,-495054
10,15|11|7|5|2,5,1340,518356,-517016
10,14|10|8|6|2,5,1039,526049,-525010
10,13|9|7|6|5,5,355,525537,-525182
10,16|10|6|5|3,5,1010,526560,-525550
10,12|11|7|6|4,5,457,527927,-527470
10,15|10|8|5|2,5,1280,533359,-532079
10,14|11|6|5|4,5,679,533689,-533010
10,16|10|7|4|3,5,1221,536519,-535298
10,14|11|8|5|2,5,1228,542958,-541730
10,12|11|8|5|4,5,524,546586,-546062
10,12|11|8|6|3,5,615,549455,-548840
10,15|11|6|5|3,5,1021,551805,-550784
10,15|10|6|5|4,5,752,563655,-562903
10,15|10|8|4|3,5,1125,568552,-567427
10,13|10|9|5|3,5,721,571838,-571117
10,15|11|7|4|3,5,1230,574202,-572972
10,14|11|8|4|3,5,1078,576055,-574977
10,16|9|7|5|3,5,1063,614926,-613863
10,15|9|7|6|3,5,856,618575,-617719
10,15|9|8|5|3,5,955,626749,-625794
10,13|11|7|6|3,5,800,643043,-642243
10,14|9|8|6|3,5,810,654909,-654099
10,14|9|8|5|4,5,698,663830,-663132
10,15|9|7|5|4,5,804,683722,-682918
10,13|11|7|5|4,5,746,696725,-695979
10,13|9|8|6|4,5,608,710339,-709731
10,14|9|7|6|4,5,676,719812,-719136
10,12|10|8|6|4,5,639,733400,-732761
10,13|11|8|5|3,5,1012,735709,-734697
10,14|10|7|6|3,5,1000,762636,-761636
10,14|11|7|5|3,5,1218,787110,-785892
10,13|10|8|6|3,5,932,794591,-793659
10,13|10|7|6|4,5,724,794753,-794029
10,13|10|8|5|4,5,794,795469,-794675
10,15|10|7|5|3,5,1304,809989,-808685
10,14|10|7|5|4,5,912,831747,-830835
10,14|10|8|5|3,5,1185,840224,-839039
