delta,lam,ell,a,m_det,class,margin
9,21|5|3|2|2|2|1,7,4,1957,silent,1953
9,21|5|2|2|2|2|2,7,3,384,silent,381
9,21|4|4|4|1|1|1,7,0,-1,a0,
9,21|4|4|3|2|1|1,7,0,-1,a0,
9,21|4|4|2|2|2|1,7,3,1222,silent,1219
9,21|4|3|3|3|1|1,7,0,-1,a0,
9,21|4|3|3|2|2|1,7,0,-1,a0,
9,21|4|3|2|2|2|2,7,2,568,silent,566
9,21|3|3|3|3|2|1,7,0,-1,a0,
9,21|3|3|3|2|2|2,7,0,-1,a0,
9,20|11|1|1|1|1|1,7,0,-1,a0,
9,20|10|2|1|1|1|1,7,0,-1,a0,
9,20|9|3|1|1|1|1,7,0,-1,a0,
9,20|9|2|2|1|1|1,7,0,-1,a0,
9,20|8|4|1|1|1|1,7,0,-1,a0,
9,20|8|3|2|1|1|1,7,1,3518,silent,3517
9,20|8|2|2|2|1|1,7,1,1416,silent,1415
9,20|7|5|1|1|1|1,7,0,-1,a0,
9,20|7|4|2|1|1|1,7,1,5987,silent,5986
9,20|7|3|3|1|1|1,7,1,4179,silent,4178
9,20|7|3|2|2|1|1,7,6,5347,silent,5341
9,20|7|2|2|2|2|1,7,6,1476,silent,1470
9,20|6|6|1|1|1|1,7,0,-1,a0,
9,20|6|5|2|1|1|1,7,2,5128,silent,5126
9,20|6|4|3|1|1|1,7,2,7235,silent,7233
9,20|6|4|2|2|1|1,7,5,7664,silent,7659
9,20|6|3|3|2|1|1,7,4,6915,silent,6911
9,20|6|3|2|2|2|1,7,8,4396,silent,4388
9,20|6|2|2|2|2|2,7,7,815,silent,808
9,20|5|5|3|1|1|1,7,2,3933,silent,3931
9,20|5|5|2|2|1|1,7,5,3998,silent,3993
9,20|5|4|4|1|1|1,7,0,-1,a0,
9,20|5|4|3|2|1|1,7,4,9128,silent,9124
9,20|5|4|2|2|2|1,7,8,4776,silent,4768
9,20|5|3|3|3|1|1,7,0,-1,a0,
9,20|5|3|3|2|2|1,7,2,4673,silent,4671
9,20|5|3|2|2|2|2,7,3,1649,silent,1646
9,20|4|4|4|2|1|1,7,0,-1,a0,
9,20|4|4|3|3|1|1,7,0,-1,a0,
9,20|4|4|3|2|2|1,7,2,3591,silent,3589
9,20|4|4|2|2|2|2,7,5,1158,silent,1153
9,20|4|3|3|3|2|1,7,0,-1,a0,
9,20|4|3|3|2|2|2,7,0,-1,a0,
9,20|3|3|3|3|3|1,7,0,-1,a0,
9,20|3|3|3|3|2|2,7,0,-1,a0,
9,19|12|1|1|1|1|1,7,0,-1,a0,
9,19|11|2|1|1|1|1,7,0,-1,a0,
9,19|10|3|1|1|1|1,7,0,-1,a0,
9,19|10|2|2|1|1|1,7,0,-1,a0,
9,19|9|4|1|1|1|1,7,0,-1,a0,
9,19|9|3|2|1|1|1,7,2,4755,silent,4753
9,19|9|2|2|2|1|1,7,3,1934,silent,1931
9,19|8|5|1|1|1|1,7,1,3590,silent,3589
9,19|8|4|2|1|1|1,7,3,9647,silent,9644
9,19|8|3|3|1|1|1,7,4,6555,silent,6551
9,19|8|3|2|2|1|1,7,9,8317,silent,8308
9,19|8|2|2|2|2|1,7,9,2237,silent,2228
9,19|7|6|1|1|1|1,7,0,-1,a0,
9,19|7|5|2|1|1|1,7,6,11280,silent,11274
9,19|7|4|3|1|1|1,7,5,14463,silent,14458
9,19|7|4|2|2|1|1,7,15,15281,silent,15266
9,19|7|3|3|2|1|1,7,8,12983,silent,12975
9,19|7|3|2|2|2|1,7,15,8107,silent,8092
9,19|7|2|2|2|2|2,7,7,1330,silent,1323
9,19|6|6|2|1|1|1,7,1,5018,silent,5017
9,19|6|5|3|1|1|1,7,8,13573,silent,13565
9,19|6|5|2|2|1|1,7,12,13421,silent,13409
9,19|6|4|4|1|1|1,7,1,8146,silent,8145
9,19|6|4|3|2|1|1,7,13,24270,silent,24257
9,19|6|4|2|2|2|1,7,19,12324,silent,12305
9,19|6|3|3|3|1|1,7,2,7807,silent,7805
9,19|6|3|3|2|2|1,7,5,11176,silent,11171
9,19|6|3|2|2|2|2,7,8,3855,silent,3847
9,19|5|5|4|1|1|1,7,5,5693,silent,5688
9,19|5|5|3|2|1|1,7,9,13354,silent,13345
9,19|5|5|2|2|2|1,7,6,6162,silent,6156
9,19|5|4|4|2|1|1,7,5,10999,silent,10994
9,19|5|4|3|3|1|1,7,2,11302,silent,11300
9,19|5|4|3|2|2|1,7,10,15668,silent,15658
9,19|5|4|2|2|2|2,7,7,4276,silent,4269
9,19|5|3|3|3|2|1,7,0,-1,a0,
9,19|5|3|3|2|2|2,7,1,4109,silent,4108
9,19|4|4|4|3|1|1,7,0,-1,a0,
9,19|4|4|4|2|2|1,7,4,4205,silent,4201
9,19|4|4|3|3|2|1,7,0,-1,a0,
9,19|4|4|3|2|2|2,7,3,3351,silent,3348
9,19|4|3|3|3|3|1,7,0,-1,a0,
9,19|4|3|3|3|2|2,7,0,-1,a0,
9,19|3|3|3|3|3|2,7,0,-1,a0,
9,18|13|1|1|1|1|1,7,0,-1,a0,
9,18|12|2|1|1|1|1,7,0,-1,a0,
9,18|11|3|1|1|1|1,7,0,-1,a0,
9,18|11|2|2|1|1|1,7,0,-1,a0,
9,18|10|4|1|1|1|1,7,1,3233,silent,3232
9,18|10|3|2|1|1|1,7,3,5627,silent,5624
9,18|10|2|2|2|1|1,7,3,2246,silent,2243
9,18|9|5|1|1|1|1,7,1,5070,silent,5069
9,18|9|4|2|1|1|1,7,7,13373,silent,13366
9,18|9|3|3|1|1|1,7,6,8893,silent,8887
9,18|9|3|2|2|1|1,7,15,11293,silent,11278
9,18|9|2|2|2|2|1,7,11,2954,silent,2943
9,18|8|6|1|1|1|1,7,2,5066,silent,5064
9,18|8|5|2|1|1|1,7,13,19274,silent,19261
9,18|8|4|3|1|1|1,7,13,23731,silent,23718
9,18|8|4|2|2|1|1,7,23,24783,silent,24760
9,18|8|3|3|2|1|1,7,16,20673,silent,20657
9,18|8|3|2|2|2|1,7,22,12752,silent,12730
9,18|8|2|2|2|2|2,7,12,2062,silent,2050
9,18|7|7|1|1|1|1,7,0,-1,a0,
9,18|7|6|2|1|1|1,7,8,14875,silent,14867
9,18|7|5|3|1|1|1,7,18,30534,silent,30516
9,18|7|5|2|2|1|1,7,31,29963,silent,29932
9,18|7|4|4|1|1|1,7,8,17199,silent,17191
9,18|7|4|3|2|1|1,7,30,49332,silent,49302
9,18|7|4|2|2|2|1,7,34,24417,silent,24383
9,18|7|3|3|3|1|1,7,3,15010,silent,15007
9,18|7|3|3|2|2|1,7,12,21482,silent,21470
9,18|7|3|2|2|2|2,7,11,7110,silent,7099
9,18|6|6|3|1|1|1,7,7,14293,silent,14286
9,18|6|6|2|2|1|1,7,8,13638,silent,13630
9,18|6|5|4|1|1|1,7,12,20974,silent,20962
9,18|6|5|3|2|1|1,7,31,47526,silent,47495
9,18|6|5|2|2|2|1,7,23,21669,silent,21646
9,18|6|4|4|2|1|1,7,14,31509,silent,31495
9,18|6|4|3|3|1|1,7,10,31167,silent,31157
9,18|6|4|3|2|2|1,7,25,42577,silent,42552
9,18|6|4|2|2|2|2,7,19,11319,silent,11300
9,18|6|3|3|3|2|1,7,1,16975,silent,16974
9,18|6|3|3|2|2|2,7,2,10044,silent,10042
9,18|5|5|5|1|1|1,7,6,4450,silent,4444
9,18|5|5|4|2|1|1,7,16,22003,silent,21987
9,18|5|5|3|3|1|1,7,5,17619,silent,17614
9,18|5|5|3|2|2|1,7,11,23361,silent,23350
9,18|5|5|2|2|2|2,7,2,5416,silent,5414
9,18|5|4|4|3|1|1,7,6,18281,silent,18275
9,18|5|4|4|2|2|1,7,13,20746,silent,20733
9,18|5|4|3|3|2|1,7,4,25817,silent,25813
9,18|5|4|3|2|2|2,7,7,14692,silent,14685
9,18|5|3|3|3|3|1,7,0,-1,a0,
9,18|5|3|3|3|2|2,7,0,-1,a0,
9,18|4|4|4|4|1|1,7,0,-1,a0,
9,18|4|4|4|3|2|1,7,2,8653,silent,8651
9,18|4|4|4|2|2|2,7,6,4311,silent,4305
9,18|4|4|3|3|3|1,7,0,-1,a0,
9,18|4|4|3|3|2|2,7,0,-1,a0,
9,18|4|3|3|3|3|2,7,0,-1,a0,
9,18|3|3|3|3|3|3,7,0,-1,a0,
9,17|14|1|1|1|1|1,7,0,-1,a0,
9,17|13|2|1|1|1|1,7,0,-1,a0,
9,17|12|3|1|1|1|1,7,0,-1,a0,
9,17|12|2|2|1|1|1,7,0,-1,a0,
9,17|11|4|1|1|1|1,7,0,-1,a0,
9,17|11|3|2|1|1|1,7,4,5867,silent,5863
9,17|11|2|2|2|1|1,7,5,2372,silent,2367
9,17|10|5|1|1|1|1,7,3,6129,silent,6126
9,17|10|4|2|1|1|1,7,10,15889,silent,15879
9,17|10|3|3|1|1|1,7,9,10460,silent,10451
9,17|10|3|2|2|1|1,7,18,13241,silent,13223
9,17|10|2|2|2|2|1,7,13,3424,silent,3411
9,17|9|6|1|1|1|1,7,3,7468,silent,7465
9,17|9|5|2|1|1|1,7,22,27296,silent,27274
9,17|9|4|3|1|1|1,7,20,32746,silent,32726
9,17|9|4|2|2|1|1,7,39,34219,silent,34180
9,17|9|3|3|2|1|1,7,22,27895,silent,27873
9,17|9|3|2|2|2|1,7,29,17077,silent,17048
9,17|9|2|2|2|2|2,7,10,2580,silent,2570
9,17|8|7|1|1|1|1,7,3,5369,silent,5366
9,17|8|6|2|1|1|1,7,18,28170,silent,28152
9,17|8|5|3|1|1|1,7,38,52539,silent,52501
9,17|8|5|2|2|1|1,7,49,51137,silent,51088
9,17|8|4|4|1|1|1,7,13,28692,silent,28679
9,17|8|4|3|2|1|1,7,54,80846,silent,80792
9,17|8|4|2|2|2|1,7,51,39540,silent,39489
9,17|8|3|3|3|1|1,7,9,23958,silent,23949
9,17|8|3|3|2|2|1,7,19,34163,silent,34144
9,17|8|3|2|2|2|2,7,17,11162,silent,11145
9,17|7|7|2|1|1|1,7,10,12485,silent,12475
9,17|7|6|3|1|1|1,7,24,42529,silent,42505
9,17|7|6|2|2|1|1,7,36,40448,silent,40412
9,17|7|5|4|1|1|1,7,32,48730,silent,48698
9,17|7|5|3|2|1|1,7,68,107314,silent,107246
9,17|7|5|2|2|2|1,7,47,48014,silent,47967
9,17|7|4|4|2|1|1,7,38,66499,silent,66461
9,17|7|4|3|3|1|1,7,19,63732,silent,63713
9,17|7|4|3|2|2|1,7,50,86450,silent,86400
9,17|7|4|2|2|2|2,7,24,21944,silent,21920
9,17|7|3|3|3|2|1,7,3,33044,silent,33041
9,17|7|3|3|2|2|2,7,6,19508,silent,19502
9,17|6|6|4|1|1|1,7,8,24626,silent,24618
9,17|6|6|3|2|1|1,7,28,51377,silent,51349
9,17|6|6|2|2|2|1,7,23,22698,silent,22675
9,17|6|5|5|1|1|1,7,15,18092,silent,18077
9,17|6|5|4|2|1|1,7,46,82623,silent,82577
9,17|6|5|3|3|1|1,7,24,64302,silent,64278
9,17|6|5|3|2|2|1,7,41,84558,silent,84517
9,17|6|5|2|2|2|2,7,16,19652,silent,19636
9,17|6|4|4|3|1|1,7,17,53572,silent,53555
9,17|6|4|4|2|2|1,7,35,59799,silent,59764
9,17|6|4|3|3|2|1,7,12,71768,silent,71756
9,17|6|4|3|2|2|2,7,17,40207,silent,40190
9,17|6|3|3|3|3|1,7,0,-1,a0,
9,17|6|3|3|3|2|2,7,0,-1,a0,
9,17|5|5|5|2|1|1,7,12,17876,silent,17864
9,17|5|5|4|3|1|1,7,17,38483,silent,38466
9,17|5|5|4|2|2|1,7,15,40977,silent,40962
9,17|5|5|3|3|2|1,7,8,41339,silent,41331
9,17|5|5|3|2|2|2,7,5,22022,silent,22017
9,17|5|4|4|4|1|1,7,6,13562,silent,13556
9,17|5|4|4|3|2|1,7,13,45235,silent,45222
9,17|5|4|4|2|2|2,7,10,20455,silent,20445
9,17|5|4|3|3|3|1,7,0,-1,a0,
9,17|5|4|3|3|2|2,7,2,26993,silent,26991
9,17|5|3|3|3|3|2,7,0,-1,a0,
9,17|4|4|4|4|2|1,7,4,6907,silent,6903
9,17|4|4|4|3|3|1,7,0,-1,a0,
9,17|4|4|4|3|2|2,7,3,9507,silent,9504
9,17|4|4|3|3|3|2,7,0,-1,a0,
9,17|4|3|3|3|3|3,7,0,-1,a0,
9,16|15|1|1|1|1|1,7,0,-1,a0,
9,16|14|2|1|1|1|1,7,0,-1,a0,
9,16|13|3|1|1|1|1,7,0,-1,a0,
9,16|13|2|2|1|1|1,7,0,-1,a0,
9,16|12|4|1|1|1|1,7,1,3005,silent,3004
9,16|12|3|2|1|1|1,7,4,5181,silent,5177
9,16|12|2|2|2|1|1,7,3,2053,silent,2050
9,16|11|5|1|1|1|1,7,3,6250,silent,6247
9,16|11|4|2|1|1|1,7,12,16112,silent,16100
9,16|11|3|3|1|1|1,7,9,10507,silent,10498
9,16|11|3|2|2|1|1,7,21,13326,silent,13305
9,16|11|2|2|2|2|1,7,12,3396,silent,3384
9,16|10|6|1|1|1|1,7,6,9064,silent,9058
9,16|10|5|2|1|1|1,7,28,32072,silent,32044
9,16|10|4|3|1|1|1,7,29,38031,silent,38002
9,16|10|4|2|2|1|1,7,42,39465,silent,39423
9,16|10|3|3|2|1|1,7,29,32073,silent,32044
9,16|10|3|2|2|2|1,7,33,19523,silent,19490
9,16|10|2|2|2|2|2,7,13,2972,silent,2959
9,16|9|7|1|1|1|1,7,5,8612,silent,8607
9,16|9|6|2|1|1|1,7,32,41131,silent,41099
9,16|9|5|3|1|1|1,7,55,72983,silent,72928
9,16|9|5|2|2|1|1,7,74,70864,silent,70790
9,16|9|4|4|1|1|1,7,23,39320,silent,39297
9,16|9|4|3|2|1|1,7,77,109307,silent,109230
9,16|9|4|2|2|2|1,7,64,52927,silent,52863
9,16|9|3|3|3|1|1,7,11,31795,silent,31784
9,16|9|3|3|2|2|1,7,27,45358,silent,45331
9,16|9|3|2|2|2|2,7,18,14548,silent,14530
9,16|8|8|1|1|1|1,7,4,3606,silent,3602
9,16|8|7|2|1|1|1,7,24,30199,silent,30175
9,16|8|6|3|1|1|1,7,53,79813,silent,79760
9,16|8|6|2|2|1|1,7,60,75231,silent,75171
9,16|8|5|4|1|1|1,7,55,83706,silent,83651
9,16|8|5|3|2|1|1,7,119,182012,silent,181893
9,16|8|5|2|2|2|1,7,74,80833,silent,80759
9,16|8|4|4|2|1|1,7,58,108960,silent,108902
9,16|8|4|3|3|1|1,7,40,103368,silent,103328
9,16|8|4|3|2|2|1,7,76,139394,silent,139318
9,16|8|4|2|2|2|2,7,39,35099,silent,35060
9,16|8|3|3|3|2|1,7,7,51993,silent,51986
9,16|8|3|3|2|2|2,7,7,30481,silent,30474
9,16|7|7|3|1|1|1,7,22,35868,silent,35846
9,16|7|7|2|2|1|1,7,34,33575,silent,33541
9,16|7|6|4|1|1|1,7,41,74567,silent,74526
9,16|7|6|3|2|1|1,7,85,150774,silent,150689
9,16|7|6|2|2|2|1,7,54,64961,silent,64907
9,16|7|5|5|1|1|1,7,29,43233,silent,43204
9,16|7|5|4|2|1|1,7,105,189579,silent,189474
9,16|7|5|3|3|1|1,7,48,144270,silent,144222
9,16|7|5|3|2|2|1,7,87,188568,silent,188481
9,16|7|5|2|2|2|2,7,25,42630,silent,42605
9,16|7|4|4|3|1|1,7,41,112090,silent,112049
9,16|7|4|4|2|2|1,7,61,123334,silent,123273
9,16|7|4|3|3|2|1,7,26,145724,silent,145698
9,16|7|4|3|2|2|2,7,29,80425,silent,80396
9,16|7|3|3|3|3|1,7,0,-1,a0,
9,16|7|3|3|3|2|2,7,1,33344,silent,33343
9,16|6|6|5|1|1|1,7,11,27304,silent,27293
9,16|6|6|4|2|1|1,7,40,98101,silent,98061
9,16|6|6|3|3|1|1,7,26,71015,silent,70989
9,16|6|6|3|2|2|1,7,42,92137,silent,92095
9,16|6|6|2|2|2|2,7,21,20841,silent,20820
9,16|6|5|5|2|1|1,7,40,73631,silent,73591
9,16|6|5|4|3|1|1,7,52,145836,silent,145784
9,16|6|5|4|2|2|1,7,62,154794,silent,154732
9,16|6|5|3|3|2|1,7,28,149832,silent,149804
9,16|6|5|3|2|2|2,7,20,79586,silent,79566
9,16|6|4|4|4|1|1,7,12,40434,silent,40422
9,16|6|4|4|3|2|1,7,34,131648,silent,131614
9,16|6|4|4|2|2|2,7,28,58613,silent,58585
9,16|6|4|3|3|3|1,7,2,59904,silent,59902
9,16|6|4|3|3|2|2,7,4,74468,silent,74464
9,16|6|3|3|3|3|2,7,0,-1,a0,
9,16|5|5|5|3|1|1,7,13,34410,silent,34397
9,16|5|5|5|2|2|1,7,7,33609,silent,33602
9,16|5|5|4|4|1|1,7,15,31649,silent,31634
9,16|5|5|4|3|2|1,7,21,94754,silent,94733
9,16|5|5|4|2|2|2,7,5,39632,silent,39627
9,16|5|5|3|3|3|1,7,2,35419,silent,35417
9,16|5|5|3|3|2|2,7,5,43647,silent,43642
9,16|5|4|4|4|2|1,7,14,37487,silent,37473
9,16|5|4|4|3|3|1,7,4,41430,silent,41426
9,16|5|4|4|3|2|2,7,8,49093,silent,49085
9,16|5|4|3|3|3|2,7,0,-1,a0,
9,16|5|3|3|3|3|3,7,0,-1,a0,
9,16|4|4|4|4|3|1,7,2,8118,silent,8116
9,16|4|4|4|4|2|2,7,6,8238,silent,8232
9,16|4|4|4|3|3|2,7,0,-1,a0,
9,16|4|4|3|3|3|3,7,0,-1,a0,
9,15|15|2|1|1|1|1,7,0,-1,a0,
9,15|14|3|1|1|1|1,7,0,-1,a0,
9,15|14|2|2|1|1|1,7,0,-1,a0,
9,15|13|4|1|1|1|1,7,0,-1,a0,
9,15|13|3|2|1|1|1,7,3,3608,silent,3605
9,15|13|2|2|2|1|1,7,4,1468,silent,1464
9,15|12|5|1|1|1|1,7,3,5180,silent,5177
9,15|12|4|2|1|1|1,7,11,13266,silent,13255
9,15|12|3|3|1|1|1,7,9,8626,silent,8617
9,15|12|3|2|2|1|1,7,17,10912,silent,10895
9,15|12|2|2|2|2|1,7,10,2771,silent,2761
9,15|11|6|1|1|1|1,7,4,8845,silent,8841
9,15|11|5|2|1|1|1,7,30,31050,silent,31020
9,15|11|4|3|1|1|1,7,27,36417,silent,36390
9,15|11|4|2|2|1|1,7,48,37926,silent,37878
9,15|11|3|3|2|1|1,7,27,30412,silent,30385
9,15|11|3|2|2|2|1,7,30,18471,silent,18441
9,15|11|2|2|2|2|2,7,8,2678,silent,2670
9,15|10|7|1|1|1|1,7,8,10471,silent,10463
9,15|10|6|2|1|1|1,7,39,47564,silent,47525
9,15|10|5|3|1|1|1,7,67,82320,silent,82253
9,15|10|5|2|2|1|1,7,81,79657,silent,79576
9,15|10|4|4|1|1|1,7,27,43941,silent,43914
9,15|10|4|3|2|1|1,7,88,121353,silent,121265
9,15|10|4|2|2|2|1,7,69,58501,silent,58432
9,15|10|3|3|3|1|1,7,15,34992,silent,34977
9,15|10|3|3|2|2|1,7,29,49832,silent,49803
9,15|10|3|2|2|2|2,7,20,15907,silent,15887
9,15|9|8|1|1|1|1,7,5,7278,silent,7273
9,15|9|7|2|1|1|1,7,42,46994,silent,46952
9,15|9|6|3|1|1|1,7,77,112440,silent,112363
9,15|9|6|2|2|1|1,7,95,105881,silent,105786
9,15|9|5|4|1|1|1,7,78,113234,silent,113156
9,15|9|5|3|2|1|1,7,159,243711,silent,243552
9,15|9|5|2|2|2|1,7,91,107428,silent,107337
9,15|9|4|4|2|1|1,7,85,143802,silent,143717
9,15|9|4|3|3|1|1,7,48,134772,silent,134724
9,15|9|4|3|2|2|1,7,98,181372,silent,181274
9,15|9|4|2|2|2|2,7,36,44725,silent,44689
9,15|9|3|3|3|2|1,7,10,66806,silent,66796
9,15|9|3|3|2|2|2,7,12,39212,silent,39200
9,15|8|8|2|1|1|1,7,15,19686,silent,19671
9,15|8|7|3|1|1|1,7,59,85076,silent,85017
9,15|8|7|2|2|1|1,7,64,78919,silent,78855
9,15|8|6|4|1|1|1,7,75,137552,silent,137477
9,15|8|6|3|2|1|1,7,155,274460,silent,274305
9,15|8|6|2|2|2|1,7,90,117337,silent,117247
9,15|8|5|5|1|1|1,7,52,73789,silent,73737
9,15|8|5|4|2|1|1,7,166,316304,silent,316138
9,15|8|5|3|3|1|1,7,88,238300,silent,238212
9,15|8|5|3|2|2|1,7,135,310290,silent,310155
9,15|8|5|2|2|2|2,7,42,69724,silent,69682
9,15|8|4|4|3|1|1,7,62,179046,silent,178984
9,15|8|4|4|2|2|1,7,92,195920,silent,195828
9,15|8|4|3|3|2|1,7,44,229097,silent,229053
9,15|8|4|3|2|2|2,7,40,125648,silent,125608
9,15|8|3|3|3|3|1,7,1,40388,silent,40387
9,15|8|3|3|3|2|2,7,1,50892,silent,50891
9,15|7|7|4|1|1|1,7,42,64516,silent,64474
9,15|7|7|3|2|1|1,7,68,124284,silent,124216
9,15|7|7|2|2|2|1,7,34,51874,silent,51840
9,15|7|6|5|1|1|1,7,41,84066,silent,84025
9,15|7|6|4|2|1|1,7,134,288229,silent,288095
9,15|7|6|3|3|1|1,7,63,203336,silent,203273
9,15|7|6|3|2|2|1,7,106,261793,silent,261687
9,15|7|6|2|2|2|2,7,30,56744,silent,56714
9,15|7|5|5|2|1|1,7,79,171938,silent,171859
9,15|7|5|4|3|1|1,7,112,327876,silent,327764
9,15|7|5|4|2|2|1,7,122,345100,silent,344978
9,15|7|5|3|3|2|1,7,60,328338,silent,328278
9,15|7|5|3|2|2|2,7,41,172715,silent,172674
9,15|7|4|4|4|1|1,7,33,83996,silent,83963
9,15|7|4|4|3|2|1,7,63,267574,silent,267511
9,15|7|4|4|2|2|2,7,36,116575,silent,116539
9,15|7|4|3|3|3|1,7,4,119097,silent,119093
9,15|7|4|3|3|2|2,7,12,147918,silent,147906
9,15|7|3|3|3|3|2,7,0,-1,a0,
9,15|6|6|6|1|1|1,7,2,15528,silent,15526
9,15|6|6|5|2|1|1,7,41,111599,silent,111558
9,15|6|6|4|3|1|1,7,48,174257,silent,174209
9,15|6|6|4|2|2|1,7,69,182671,silent,182602
9,15|6|6|3|3|2|1,7,28,163361,silent,163333
9,15|6|6|3|2|2|2,7,24,85699,silent,85675
9,15|6|5|5|3|1|1,7,46,140750,silent,140704
9,15|6|5|5|2|2|1,7,35,137452,silent,137417
9,15|6|5|4|4|1|1,7,37,119997,silent,119960
9,15|6|5|4|3|2|1,7,73,353562,silent,353489
9,15|6|5|4|2|2|2,7,32,147837,silent,147805
9,15|6|5|3|3|3|1,7,8,126255,silent,126247
9,15|6|5|3|3|2|2,7,11,154407,silent,154396
9,15|6|4|4|4|2|1,7,34,109619,silent,109585
9,15|6|4|4|3|3|1,7,10,119125,silent,119115
9,15|6|4|4|3|2|2,7,21,139877,silent,139856
9,15|6|4|3|3|3|2,7,0,-1,a0,
9,15|6|3|3|3|3|3,7,0,-1,a0,
9,15|5|5|5|4|1|1,7,12,36397,silent,36385
9,15|5|5|5|3|2|1,7,13,85020,silent,85007
9,15|5|5|5|2|2|2,7,1,32307,silent,32306
9,15|5|5|4|4|2|1,7,17,85043,silent,85026
9,15|5|5|4|3|3|1,7,10,88467,silent,88457
9,15|5|5|4|3|2|2,7,9,101216,silent,101207
9,15|5|5|3|3|3|2,7,1,48859,silent,48858
9,15|5|4|4|4|3|1,7,11,44605,silent,44594
