delta,lam,ell,a,m_det,class,margin
11,23|6|6|3|1|1|1|1|1|1,10,0,-1,a0,
11,23|6|6|2|2|1|1|1|1|1,10,0,-1,a0,
11,23|6|5|4|1|1|1|1|1|1,10,0,-1,a0,
11,23|6|5|3|2|1|1|1|1|1,10,0,-1,a0,
11,23|6|5|2|2|2|1|1|1|1,10,0,-1,a0,
11,23|6|4|4|2|1|1|1|1|1,10,0,-1,a0,
11,23|6|4|3|3|1|1|1|1|1,10,0,-1,a0,
11,23|6|4|3|2|2|1|1|1|1,10,0,-1,a0,
11,23|6|4|2|2|2|2|1|1|1,10,0,-1,a0,
11,23|6|3|3|3|2|1|1|1|1,10,0,-1,a0,
11,23|6|3|3|2|2|2|1|1|1,10,1,42380,silent,42379
11,23|6|3|2|2|2|2|2|1|1,10,2,14857,silent,14855
11,23|6|2|2|2|2|2|2|2|1,10,3,1877,silent,1874
11,23|5|5|5|1|1|1|1|1|1,10,0,-1,a0,
11,23|5|5|4|2|1|1|1|1|1,10,0,-1,a0,
11,23|5|5|3|3|1|1|1|1|1,10,0,-1,a0,
11,23|5|5|3|2|2|1|1|1|1,10,0,-1,a0,
11,23|5|5|2|2|2|2|1|1|1,10,1,22150,silent,22149
11,23|5|4|4|3|1|1|1|1|1,10,0,-1,a0,
11,23|5|4|4|2|2|1|1|1|1,10,0,-1,a0,
11,23|5|4|3|3|2|1|1|1|1,10,0,-1,a0,
11,23|5|4|3|2|2|2|1|1|1,10,0,-1,a0,
11,23|5|4|2|2|2|2|2|1|1,10,2,16655,silent,16653
11,23|5|3|3|3|3|1|1|1|1,10,0,-1,a0,
11,23|5|3|3|3|2|2|1|1|1,10,0,-1,a0,
11,23|5|3|3|2|2|2|2|1|1,10,1,18471,silent,18470
11,23|5|3|2|2|2|2|2|2|1,10,3,4831,silent,4828
11,23|5|2|2|2|2|2|2|2|2,10,2,471,silent,469
11,23|4|4|4|4|1|1|1|1|1,10,0,-1,a0,
11,23|4|4|4|3|2|1|1|1|1,10,0,-1,a0,
11,23|4|4|4|2|2|2|1|1|1,10,0,-1,a0,
11,23|4|4|3|3|3|1|1|1|1,10,0,-1,a0,
11,23|4|4|3|3|2|2|1|1|1,10,0,-1,a0,
11,23|4|4|3|2|2|2|2|1|1,10,0,-1,a0,
11,23|4|4|2|2|2|2|2|2|1,10,2,3059,silent,3057
11,23|4|3|3|3|3|2|1|1|1,10,0,-1,a0,
11,23|4|3|3|3|2|2|2|1|1,10,0,-1,a0,
11,23|4|3|3|2|2|2|2|2|1,10,0,-1,a0,
11,23|4|3|2|2|2|2|2|2|2,10,1,760,silent,759
11,23|3|3|3|3|3|3|1|1|1,10,0,-1,a0,
11,23|3|3|3|3|3|2|2|1|1,10,0,-1,a0,
11,23|3|3|3|3|2|2|2|2|1,10,0,-1,a0,
11,23|3|3|3|2|2|2|2|2|2,10,0,-1,a0,
11,22|14|1|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|13|2|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|12|3|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|12|2|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|11|4|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|11|3|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|11|2|2|2|1|1|1|1|1,10,0,-1,a0,
11,22|10|5|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|10|4|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|10|3|3|1|1|1|1|1|1,10,0,-1,a0,
11,22|10|3|2|2|1|1|1|1|1,10,0,-1,a0,
11,22|10|2|2|2|2|1|1|1|1,10,0,-1,a0,
11,22|9|6|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|9|5|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|9|4|3|1|1|1|1|1|1,10,0,-1,a0,
11,22|9|4|2|2|1|1|1|1|1,10,0,-1,a0,
11,22|9|3|3|2|1|1|1|1|1,10,0,-1,a0,
11,22|9|3|2|2|2|1|1|1|1,10,0,-1,a0,
11,22|9|2|2|2|2|2|1|1|1,10,0,-1,a0,
11,22|8|7|1|1|1|1|1|1|1,10,0,-1,a0,
11,22|8|6|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|8|5|3|1|1|1|1|1|1,10,0,-1,a0,
11,22|8|5|2|2|1|1|1|1|1,10,0,-1,a0,
11,22|8|4|4|1|1|1|1|1|1,10,0,-1,a0,
11,22|8|4|3|2|1|1|1|1|1,10,0,-1,a0,
11,22|8|4|2|2|2|1|1|1|1,10,0,-1,a0,
11,22|8|3|3|3|1|1|1|1|1,10,0,-1,a0,
11,22|8|3|3|2|2|1|1|1|1,10,0,-1,a0,
11,22|8|3|2|2|2|2|1|1|1,10,1,48163,silent,48162
11,22|8|2|2|2|2|2|2|1|1,10,1,7240,silent,7239
11,22|7|7|2|1|1|1|1|1|1,10,0,-1,a0,
11,22|7|6|3|1|1|1|1|1|1,10,0,-1,a0,
11,22|7|6|2|2|1|1|1|1|1,10,0,-1,a0,
11,22|7|5|4|1|1|1|1|1|1,10,0,-1,a0,
11,22|7|5|3|2|1|1|1|1|1,10,0,-1,a0,
11,22|7|5|2|2|2|1|1|1|1,10,0,-1,a0,
11,22|7|4|4|2|1|1|1|1|1,10,0,-1,a0,
11,22|7|4|3|3|1|1|1|1|1,10,0,-1,a0,
11,22|7|4|3|2|2|1|1|1|1,10,0,-1,a0,
11,22|7|4|2|2|2|2|1|1|1,10,1,93266,silent,93265
11,22|7|3|3|3|2|1|1|1|1,10,1,100755,silent,100754
11,22|7|3|3|2|2|2|1|1|1,10,2,88786,silent,88784
11,22|7|3|2|2|2|2|2|1|1,10,5,30109,silent,30104
11,22|7|2|2|2|2|2|2|2|1,10,4,3552,silent,3548
11,22|6|6|4|1|1|1|1|1|1,10,0,-1,a0,
11,22|6|6|3|2|1|1|1|1|1,10,0,-1,a0,
11,22|6|6|2|2|2|1|1|1|1,10,0,-1,a0,
11,22|6|5|5|1|1|1|1|1|1,10,0,-1,a0,
11,22|6|5|4|2|1|1|1|1|1,10,0,-1,a0,
11,22|6|5|3|3|1|1|1|1|1,10,0,-1,a0,
11,22|6|5|3|2|2|1|1|1|1,10,1,245751,silent,245750
11,22|6|5|2|2|2|2|1|1|1,10,2,83885,silent,83883
11,22|6|4|4|3|1|1|1|1|1,10,0,-1,a0,
11,22|6|4|4|2|2|1|1|1|1,10,0,-1,a0,
11,22|6|4|3|3|2|1|1|1|1,10,0,-1,a0,
11,22|6|4|3|2|2|2|1|1|1,10,2,177384,silent,177382
11,22|6|4|2|2|2|2|2|1|1,10,4,46679,silent,46675
11,22|6|3|3|3|3|1|1|1|1,10,0,-1,a0,
11,22|6|3|3|3|2|2|1|1|1,10,1,81405,silent,81404
11,22|6|3|3|2|2|2|2|1|1,10,3,47858,silent,47855
11,22|6|3|2|2|2|2|2|2|1,10,5,11833,silent,11828
11,22|6|2|2|2|2|2|2|2|2,10,4,1068,silent,1064
11,22|5|5|5|2|1|1|1|1|1,10,0,-1,a0,
11,22|5|5|4|3|1|1|1|1|1,10,0,-1,a0,
11,22|5|5|4|2|2|1|1|1|1,10,0,-1,a0,
11,22|5|5|3|3|2|1|1|1|1,10,0,-1,a0,
11,22|5|5|3|2|2|2|1|1|1,10,2,99014,silent,99012
11,22|5|5|2|2|2|2|2|1|1,10,4,24723,silent,24719
11,22|5|4|4|4|1|1|1|1|1,10,0,-1,a0,
11,22|5|4|4|3|2|1|1|1|1,10,0,-1,a0,
11,22|5|4|4|2|2|2|1|1|1,10,0,-1,a0,
11,22|5|4|3|3|3|1|1|1|1,10,0,-1,a0,
11,22|5|4|3|3|2|2|1|1|1,10,0,-1,a0,
11,22|5|4|3|2|2|2|2|1|1,10,3,68294,silent,68291
11,22|5|4|2|2|2|2|2|2|1,10,5,13436,silent,13431
11,22|5|3|3|3|3|2|1|1|1,10,0,-1,a0,
11,22|5|3|3|3|2|2|2|1|1,10,0,-1,a0,
11,22|5|3|3|2|2|2|2|2|1,10,1,14725,silent,14724
11,22|5|3|2|2|2|2|2|2|2,10,1,2380,silent,2379
11,22|4|4|4|4|2|1|1|1|1,10,0,-1,a0,
11,22|4|4|4|3|3|1|1|1|1,10,0,-1,a0,
11,22|4|4|4|3|2|2|1|1|1,10,0,-1,a0,
11,22|4|4|4|2|2|2|2|1|1,10,0,-1,a0,
11,22|4|4|3|3|3|2|1|1|1,10,0,-1,a0,
11,22|4|4|3|3|2|2|2|1|1,10,0,-1,a0,
11,22|4|4|3|2|2|2|2|2|1,10,1,11578,silent,11577
11,22|4|4|2|2|2|2|2|2|2,10,3,1695,silent,1692
11,22|4|3|3|3|3|3|1|1|1,10,0,-1,a0,
11,22|4|3|3|3|3|2|2|1|1,10,0,-1,a0,
11,22|4|3|3|3|2|2|2|2|1,10,0,-1,a0,
11,22|4|3|3|2|2|2|2|2|2,10,0,-1,a0,
11,22|3|3|3|3|3|3|2|1|1,10,0,-1,a0,
11,22|3|3|3|3|3|2|2|2|1,10,0,-1,a0,
11,22|3|3|3|3|2|2|2|2|2,10,0,-1,a0,
11,21|15|1|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|14|2|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|13|3|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|13|2|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|12|4|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|12|3|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|12|2|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|11|5|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|11|4|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|11|3|3|1|1|1|1|1|1,10,0,-1,a0,
11,21|11|3|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|11|2|2|2|2|1|1|1|1,10,0,-1,a0,
11,21|10|6|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|10|5|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|10|4|3|1|1|1|1|1|1,10,0,-1,a0,
11,21|10|4|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|10|3|3|2|1|1|1|1|1,10,0,-1,a0,
11,21|10|3|2|2|2|1|1|1|1,10,0,-1,a0,
11,21|10|2|2|2|2|2|1|1|1,10,0,-1,a0,
11,21|9|7|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|9|6|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|9|5|3|1|1|1|1|1|1,10,0,-1,a0,
11,21|9|5|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|9|4|4|1|1|1|1|1|1,10,0,-1,a0,
11,21|9|4|3|2|1|1|1|1|1,10,0,-1,a0,
11,21|9|4|2|2|2|1|1|1|1,10,0,-1,a0,
11,21|9|3|3|3|1|1|1|1|1,10,0,-1,a0,
11,21|9|3|3|2|2|1|1|1|1,10,1,159327,silent,159326
11,21|9|3|2|2|2|2|1|1|1,10,2,74154,silent,74152
11,21|9|2|2|2|2|2|2|1|1,10,2,10993,silent,10991
11,21|8|8|1|1|1|1|1|1|1,10,0,-1,a0,
11,21|8|7|2|1|1|1|1|1|1,10,0,-1,a0,
11,21|8|6|3|1|1|1|1|1|1,10,0,-1,a0,
11,21|8|6|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|8|5|4|1|1|1|1|1|1,10,0,-1,a0,
11,21|8|5|3|2|1|1|1|1|1,10,0,-1,a0,
11,21|8|5|2|2|2|1|1|1|1,10,1,271267,silent,271266
11,21|8|4|4|2|1|1|1|1|1,10,0,-1,a0,
11,21|8|4|3|3|1|1|1|1|1,10,0,-1,a0,
11,21|8|4|3|2|2|1|1|1|1,10,1,476192,silent,476191
11,21|8|4|2|2|2|2|1|1|1,10,3,171792,silent,171789
11,21|8|3|3|3|2|1|1|1|1,10,2,183996,silent,183994
11,21|8|3|3|2|2|2|1|1|1,10,5,159701,silent,159696
11,21|8|3|2|2|2|2|2|1|1,10,7,52622,silent,52615
11,21|8|2|2|2|2|2|2|2|1,10,5,5941,silent,5936
11,21|7|7|3|1|1|1|1|1|1,10,0,-1,a0,
11,21|7|7|2|2|1|1|1|1|1,10,0,-1,a0,
11,21|7|6|4|1|1|1|1|1|1,10,0,-1,a0,
11,21|7|6|3|2|1|1|1|1|1,10,0,-1,a0,
11,21|7|6|2|2|2|1|1|1|1,10,0,-1,a0,
11,21|7|5|5|1|1|1|1|1|1,10,0,-1,a0,
11,21|7|5|4|2|1|1|1|1|1,10,0,-1,a0,
11,21|7|5|3|3|1|1|1|1|1,10,1,426025,silent,426024
11,21|7|5|3|2|2|1|1|1|1,10,3,634297,silent,634294
11,21|7|5|2|2|2|2|1|1|1,10,6,210768,silent,210762
11,21|7|4|4|3|1|1|1|1|1,10,0,-1,a0,
11,21|7|4|4|2|2|1|1|1|1,10,0,-1,a0,
11,21|7|4|3|3|2|1|1|1|1,10,2,508848,silent,508846
11,21|7|4|3|2|2|2|1|1|1,10,6,405610,silent,405604
11,21|7|4|2|2|2|2|2|1|1,10,10,103833,silent,103823
