delta,lam,ell,a,m_det,class,margin
10,24|8|3|2|1|1|1,7,1,3682,silent,3681
10,24|8|2|2|2|1|1,7,1,1473,silent,1472
10,24|7|5|1|1|1|1,7,0,-1,a0,
10,24|7|4|2|1|1|1,7,1,6123,silent,6122
10,24|7|3|3|1|1|1,7,1,4279,silent,4278
10,24|7|3|2|2|1|1,7,6,5454,silent,5448
10,24|7|2|2|2|2|1,7,7,1506,silent,1499
10,24|6|6|1|1|1|1,7,0,-1,a0,
10,24|6|5|2|1|1|1,7,2,5186,silent,5184
10,24|6|4|3|1|1|1,7,2,7308,silent,7306
10,24|6|4|2|2|1|1,7,5,7724,silent,7719
10,24|6|3|3|2|1|1,7,4,6976,silent,6972
10,24|6|3|2|2|2|1,7,9,4429,silent,4420
10,24|6|2|2|2|2|2,7,8,824,silent,816
10,24|5|5|3|1|1|1,7,2,3953,silent,3951
10,24|5|5|2|2|1|1,7,5,4012,silent,4007
10,24|5|4|4|1|1|1,7,0,-1,a0,
10,24|5|4|3|2|1|1,7,4,9155,silent,9151
10,24|5|4|2|2|2|1,7,9,4789,silent,4780
10,24|5|3|3|3|1|1,7,0,-1,a0,
10,24|5|3|3|2|2|1,7,2,4683,silent,4681
10,24|5|3|2|2|2|2,7,4,1653,silent,1649
10,24|4|4|4|2|1|1,7,0,-1,a0,
10,24|4|4|3|3|1|1,7,0,-1,a0,
10,24|4|4|3|2|2|1,7,2,3593,silent,3591
10,24|4|4|2|2|2|2,7,6,1160,silent,1154
10,24|4|3|3|3|2|1,7,0,-1,a0,
10,24|4|3|3|2|2|2,7,0,-1,a0,
10,24|3|3|3|3|3|1,7,0,-1,a0,
10,24|3|3|3|3|2|2,7,0,-1,a0,
10,23|12|1|1|1|1|1,7,0,-1,a0,
10,23|11|2|1|1|1|1,7,0,-1,a0,
10,23|10|3|1|1|1|1,7,0,-1,a0,
10,23|10|2|2|1|1|1,7,0,-1,a0,
10,23|9|4|1|1|1|1,7,0,-1,a0,
10,23|9|3|2|1|1|1,7,2,5308,silent,5306
10,23|9|2|2|2|1|1,7,3,2140,silent,2137
10,23|8|5|1|1|1|1,7,1,3905,silent,3904
10,23|8|4|2|1|1|1,7,3,10369,silent,10366
10,23|8|3|3|1|1|1,7,4,7041,silent,7037
10,23|8|3|2|2|1|1,7,10,8881,silent,8871
10,23|8|2|2|2|2|1,7,11,2385,silent,2374
10,23|7|6|1|1|1|1,7,0,-1,a0,
10,23|7|5|2|1|1|1,7,6,11840,silent,11834
10,23|7|4|3|1|1|1,7,5,15110,silent,15105
10,23|7|4|2|2|1|1,7,16,15891,silent,15875
10,23|7|3|3|2|1|1,7,9,13498,silent,13489
10,23|7|3|2|2|2|1,7,18,8397,silent,8379
10,23|7|2|2|2|2|2,7,10,1382,silent,1372
10,23|6|6|2|1|1|1,7,1,5204,silent,5203
10,23|6|5|3|1|1|1,7,8,13977,silent,13969
10,23|6|5|2|2|1|1,7,13,13764,silent,13751
10,23|6|4|4|1|1|1,7,1,8345,silent,8344
10,23|6|4|3|2|1|1,7,14,24807,silent,24793
10,23|6|4|2|2|2|1,7,23,12567,silent,12544
10,23|6|3|3|3|1|1,7,2,7968,silent,7966
10,23|6|3|3|2|2|1,7,6,11369,silent,11363
10,23|6|3|2|2|2|2,7,11,3916,silent,3905
10,23|5|5|4|1|1|1,7,5,5796,silent,5791
10,23|5|5|3|2|1|1,7,10,13552,silent,13542
10,23|5|5|2|2|2|1,7,8,6237,silent,6229
10,23|5|4|4|2|1|1,7,5,11124,silent,11119
10,23|5|4|3|3|1|1,7,2,11428,silent,11426
10,23|5|4|3|2|2|1,7,12,15816,silent,15804
10,23|5|4|2|2|2|2,7,10,4315,silent,4305
10,23|5|3|3|3|2|1,7,0,-1,a0,
10,23|5|3|3|2|2|2,7,1,4131,silent,4130
10,23|4|4|4|3|1|1,7,0,-1,a0,
10,23|4|4|4|2|2|1,7,5,4229,silent,4224
10,23|4|4|3|3|2|1,7,0,-1,a0,
10,23|4|4|3|2|2|2,7,4,3363,silent,3359
10,23|4|3|3|3|3|1,7,0,-1,a0,
10,23|4|3|3|3|2|2,7,0,-1,a0,
10,23|3|3|3|3|3|2,7,0,-1,a0,
10,22|13|1|1|1|1|1,7,0,-1,a0,
10,22|12|2|1|1|1|1,7,0,-1,a0,
10,22|11|3|1|1|1|1,7,0,-1,a0,
10,22|11|2|2|1|1|1,7,0,-1,a0,
10,22|10|4|1|1|1|1,7,1,4019,silent,4018
10,22|10|3|2|1|1|1,7,3,6915,silent,6912
10,22|10|2|2|2|1|1,7,4,2734,silent,2730
10,22|9|5|1|1|1|1,7,1,6027,silent,6026
10,22|9|4|2|1|1|1,7,7,15630,silent,15623
10,22|9|3|3|1|1|1,7,7,10364,silent,10357
10,22|9|3|2|2|1|1,7,18,13053,silent,13035
10,22|9|2|2|2|2|1,7,15,3399,silent,3384
10,22|8|6|1|1|1|1,7,2,5841,silent,5839
10,22|8|5|2|1|1|1,7,14,21766,silent,21752
10,22|8|4|3|1|1|1,7,14,26561,silent,26547
10,22|8|4|2|2|1|1,7,28,27546,silent,27518
10,22|8|3|3|2|1|1,7,19,22907,silent,22888
10,22|8|3|2|2|2|1,7,30,14032,silent,14002
10,22|8|2|2|2|2|2,7,17,2266,silent,2249
10,22|7|7|1|1|1|1,7,0,-1,a0,
10,22|7|6|2|1|1|1,7,8,16447,silent,16439
10,22|7|5|3|1|1|1,7,20,33329,silent,33309
10,22|7|5|2|2|1|1,7,37,32475,silent,32438
10,22|7|4|4|1|1|1,7,8,18615,silent,18607
10,22|7|4|3|2|1|1,7,36,53059,silent,53023
10,22|7|4|2|2|2|1,7,46,26104,silent,26058
10,22|7|3|3|3|1|1,7,4,16062,silent,16058
10,22|7|3|3|2|2|1,7,16,22844,silent,22828
10,22|7|3|2|2|2|2,7,17,7526,silent,7509
10,22|6|6|3|1|1|1,7,8,15404,silent,15396
10,22|6|6|2|2|1|1,7,10,14595,silent,14585
10,22|6|5|4|1|1|1,7,13,22357,silent,22344
10,22|6|5|3|2|1|1,7,37,50283,silent,50246
10,22|6|5|2|2|2|1,7,31,22772,silent,22741
10,22|6|4|4|2|1|1,7,17,33114,silent,33097
10,22|6|4|3|3|1|1,7,12,32666,silent,32654
10,22|6|4|3|2|2|1,7,34,44425,silent,44391
10,22|6|4|2|2|2|2,7,28,11759,silent,11731
10,22|6|3|3|3|2|1,7,1,17621,silent,17620
10,22|6|3|3|2|2|2,7,4,10356,silent,10352
10,22|5|5|5|1|1|1,7,7,4694,silent,4687
10,22|5|5|4|2|1|1,7,19,22929,silent,22910
10,22|5|5|3|3|1|1,7,6,18294,silent,18288
10,22|5|5|3|2|2|1,7,15,24147,silent,24132
10,22|5|5|2|2|2|2,7,4,5564,silent,5560
10,22|5|4|4|3|1|1,7,7,18866,silent,18859
10,22|5|4|4|2|2|1,7,18,21361,silent,21343
10,22|5|4|3|3|2|1,7,5,26490,silent,26485
10,22|5|4|3|2|2|2,7,11,15013,silent,15002
10,22|5|3|3|3|3|1,7,0,-1,a0,
10,22|5|3|3|3|2|2,7,0,-1,a0,
10,22|4|4|4|4|1|1,7,0,-1,a0,
10,22|4|4|4|3|2|1,7,3,8813,silent,8810
10,22|4|4|4|2|2|2,7,9,4388,silent,4379
10,22|4|4|3|3|3|1,7,0,-1,a0,
10,22|4|4|3|3|2|2,7,0,-1,a0,
10,22|4|3|3|3|3|2,7,0,-1,a0,
10,22|3|3|3|3|3|3,7,0,-1,a0,
10,21|14|1|1|1|1|1,7,0,-1,a0,
10,21|13|2|1|1|1|1,7,0,-1,a0,
10,21|12|3|1|1|1|1,7,0,-1,a0,
10,21|12|2|2|1|1|1,7,0,-1,a0,
10,21|11|4|1|1|1|1,7,0,-1,a0,
10,21|11|3|2|1|1|1,7,5,8227,silent,8222
10,21|11|2|2|2|1|1,7,6,3277,silent,3271
10,21|10|5|1|1|1|1,7,3,8245,silent,8242
10,21|10|4|2|1|1|1,7,12,20952,silent,20940
10,21|10|3|3|1|1|1,7,11,13715,silent,13704
10,21|10|3|2|2|1|1,7,25,17194,silent,17169
10,21|10|2|2|2|2|1,7,20,4404,silent,4384
10,21|9|6|1|1|1|1,7,3,9673,silent,9670
10,21|9|5|2|1|1|1,7,26,34429,silent,34403
10,21|9|4|3|1|1|1,7,25,40794,silent,40769
10,21|9|4|2|2|1|1,7,52,42225,silent,42173
10,21|9|3|3|2|1|1,7,31,34233,silent,34202
10,21|9|3|2|2|2|1,7,45,20746,silent,20701
10,21|9|2|2|2|2|2,7,18,3120,silent,3102
10,21|8|7|1|1|1|1,7,3,6799,silent,6796
10,21|8|6|2|1|1|1,7,22,34536,silent,34514
10,21|8|5|3|1|1|1,7,47,63253,silent,63206
10,21|8|5|2|2|1|1,7,67,60980,silent,60913
10,21|8|4|4|1|1|1,7,16,34172,silent,34156
10,21|8|4|3|2|1|1,7,74,95250,silent,95176
10,21|8|4|2|2|2|1,7,78,46105,silent,46027
10,21|8|3|3|3|1|1,7,12,27948,silent,27936
10,21|8|3|3|2|2|1,7,30,39506,silent,39476
10,21|8|3|2|2|2|2,7,30,12781,silent,12751
10,21|7|7|2|1|1|1,7,12,15089,silent,15077
10,21|7|6|3|1|1|1,7,30,50175,silent,50145
10,21|7|6|2|2|1|1,7,48,47248,silent,47200
10,21|7|5|4|1|1|1,7,40,56638,silent,56598
10,21|7|5|3|2|1|1,7,94,123222,silent,123128
10,21|7|5|2|2|2|1,7,72,54509,silent,54437
10,21|7|4|4|2|1|1,7,51,75622,silent,75571
10,21|7|4|3|3|1|1,7,27,72036,silent,72009
10,21|7|4|3|2|2|1,7,77,96966,silent,96889
10,21|7|4|2|2|2|2,7,43,24362,silent,24319
10,21|7|3|3|3|2|1,7,5,36680,silent,36675
10,21|7|3|3|2|2|2,7,11,21423,silent,21412
10,21|6|6|4|1|1|1,7,11,28266,silent,28255
10,21|6|6|3|2|1|1,7,38,58245,silent,58207
10,21|6|6|2|2|2|1,7,34,25438,silent,25404
10,21|6|5|5|1|1|1,7,19,20597,silent,20578
10,21|6|5|4|2|1|1,7,63,92372,silent,92309
10,21|6|5|3|3|1|1,7,33,71387,silent,71354
10,21|6|5|3|2|2|1,7,63,93131,silent,93068
10,21|6|5|2|2|2|2,7,28,21381,silent,21353
10,21|6|4|4|3|1|1,7,24,58923,silent,58899
10,21|6|4|4|2|2|1,7,53,65378,silent,65325
10,21|6|4|3|3|2|1,7,19,77915,silent,77896
10,21|6|4|3|2|2|2,7,31,43251,silent,43220
10,21|6|3|3|3|3|1,7,0,-1,a0,
10,21|6|3|3|3|2|2,7,0,-1,a0,
10,21|5|5|5|2|1|1,7,17,19704,silent,19687
10,21|5|5|4|3|1|1,7,23,41899,silent,41876
10,21|5|5|4|2|2|1,7,24,44298,silent,44274
10,21|5|5|3|3|2|1,7,12,44402,silent,44390
10,21|5|5|3|2|2|2,7,9,23418,silent,23409
10,21|5|4|4|4|1|1,7,8,14576,silent,14568
10,21|5|4|4|3|2|1,7,20,48233,silent,48213
10,21|5|4|4|2|2|2,7,18,21656,silent,21638
10,21|5|4|3|3|3|1,7,0,-1,a0,
10,21|5|4|3|3|2|2,7,4,28362,silent,28358
10,21|5|3|3|3|3|2,7,0,-1,a0,
10,21|4|4|4|4|2|1,7,6,7263,silent,7257
10,21|4|4|4|3|3|1,7,0,-1,a0,
10,21|4|4|4|3|2|2,7,5,9895,silent,9890
10,21|4|4|3|3|3|2,7,0,-1,a0,
10,21|4|3|3|3|3|3,7,0,-1,a0,
10,20|15|1|1|1|1|1,7,0,-1,a0,
10,20|14|2|1|1|1|1,7,0,-1,a0,
10,20|13|3|1|1|1|1,7,0,-1,a0,
10,20|13|2|2|1|1|1,7,0,-1,a0,
10,20|12|4|1|1|1|1,7,1,5193,silent,5192
10,20|12|3|2|1|1|1,7,6,8824,silent,8818
10,20|12|2|2|2|1|1,7,6,3455,silent,3449
10,20|11|5|1|1|1|1,7,4,9994,silent,9990
10,20|11|4|2|1|1|1,7,17,25170,silent,25153
10,20|11|3|3|1|1|1,7,14,16287,silent,16273
10,20|11|3|2|2|1|1,7,34,20413,silent,20379
10,20|11|2|2|2|2|1,7,23,5136,silent,5113
10,20|10|6|1|1|1|1,7,7,13738,silent,13731
10,20|10|5|2|1|1|1,7,40,47234,silent,47194
10,20|10|4|3|1|1|1,7,42,55138,silent,55096
10,20|10|4|2|2|1|1,7,70,56611,silent,56541
10,20|10|3|3|2|1|1,7,47,45586,silent,45539
10,20|10|3|2|2|2|1,7,60,27375,silent,27315
10,20|10|2|2|2|2|2,7,25,4104,silent,4079
10,20|9|7|1|1|1|1,7,6,12657,silent,12651
10,20|9|6|2|1|1|1,7,45,58254,silent,58209
10,20|9|5|3|1|1|1,7,81,101143,silent,101062
10,20|9|5|2|2|1|1,7,117,97053,silent,96936
10,20|9|4|4|1|1|1,7,33,53818,silent,53785
10,20|9|4|3|2|1|1,7,125,147415,silent,147290
10,20|9|4|2|2|2|1,7,116,70372,silent,70256
10,20|9|3|3|3|1|1,7,19,42290,silent,42271
10,20|9|3|3|2|2|1,7,50,59650,silent,59600
10,20|9|3|2|2|2|2,7,39,18854,silent,18815
10,20|8|8|1|1|1|1,7,5,5218,silent,5213
10,20|8|7|2|1|1|1,7,34,41868,silent,41834
10,20|8|6|3|1|1|1,7,77,107518,silent,107441
10,20|8|6|2|2|1|1,7,97,100161,silent,100064
10,20|8|5|4|1|1|1,7,82,110816,silent,110734
10,20|8|5|3|2|1|1,7,190,237055,silent,236865
10,20|8|5|2|2|2|1,7,132,103640,silent,103508
10,20|8|4|4|2|1|1,7,95,140280,silent,140185
10,20|8|4|3|3|1|1,7,65,131795,silent,131730
10,20|8|4|3|2|2|1,7,139,175866,silent,175727
10,20|8|4|2|2|2|2,7,76,43521,silent,43445
10,20|8|3|3|3|2|1,7,14,64619,silent,64605
10,20|8|3|3|2|2|2,7,18,37315,silent,37297
10,20|7|7|3|1|1|1,7,33,47667,silent,47634
10,20|7|7|2|2|1|1,7,52,44062,silent,44010
10,20|7|6|4|1|1|1,7,60,96775,silent,96715
10,20|7|6|3|2|1|1,7,137,192447,silent,192310
10,20|7|6|2|2|2|1,7,95,81592,silent,81497
10,20|7|5|5|1|1|1,7,45,55532,silent,55487
10,20|7|5|4|2|1|1,7,168,237878,silent,237710
10,20|7|5|3|3|1|1,7,80,179191,silent,179111
10,20|7|5|3|2|2|1,7,156,231607,silent,231451
10,20|7|5|2|2|2|2,7,53,51392,silent,51339
10,20|7|4|4|3|1|1,7,66,137582,silent,137516
10,20|7|4|4|2|2|1,7,110,149929,silent,149819
10,20|7|4|3|3|2|1,7,50,175293,silent,175243
10,20|7|4|3|2|2|2,7,61,95363,silent,95302
10,20|7|3|3|3|3|1,7,0,-1,a0,
10,20|7|3|3|3|2|2,7,3,38931,silent,38928
10,20|6|6|5|1|1|1,7,17,34619,silent,34602
10,20|6|6|4|2|1|1,7,66,121558,silent,121492
10,20|6|6|3|3|1|1,7,42,87059,silent,87017
10,20|6|6|3|2|2|1,7,75,111709,silent,111634
10,20|6|6|2|2|2|2,7,38,24777,silent,24739
10,20|6|5|5|2|1|1,7,63,90255,silent,90192
10,20|6|5|4|3|1|1,7,85,175791,silent,175706
10,20|6|5|4|2|2|1,7,109,184608,silent,184499
10,20|6|5|3|3|2|1,7,52,176850,silent,176798
10,20|6|5|3|2|2|2,7,44,92510,silent,92466
10,20|6|4|4|4|1|1,7,20,47919,silent,47899
10,20|6|4|4|3|2|1,7,61,153774,silent,153713
10,20|6|4|4|2|2|2,7,53,67556,silent,67503
10,20|6|4|3|3|3|1,7,4,68983,silent,68979
10,20|6|4|3|3|2|2,7,11,84878,silent,84867
10,20|6|3|3|3|3|2,7,0,-1,a0,
10,20|5|5|5|3|1|1,7,22,40802,silent,40780
10,20|5|5|5|2|2|1,7,13,39376,silent,39363
10,20|5|5|4|4|1|1,7,24,37089,silent,37065
10,20|5|5|4|3|2|1,7,37,109367,silent,109330
10,20|5|5|4|2|2|2,7,12,45065,silent,45053
10,20|5|5|3|3|3|1,7,4,40312,silent,40308
10,20|5|5|3|3|2|2,7,10,49152,silent,49142
10,20|5|4|4|4|2|1,7,24,42633,silent,42609
10,20|5|4|4|3|3|1,7,7,46640,silent,46633
10,20|5|4|4|3|2|2,7,17,54798,silent,54781
10,20|5|4|3|3|3|2,7,0,-1,a0,
10,20|5|3|3|3|3|3,7,0,-1,a0,
10,20|4|4|4|4|3|1,7,3,8963,silent,8960
10,20|4|4|4|4|2|2,7,10,9042,silent,9032
10,20|4|4|4|3|3|2,7,0,-1,a0,
10,20|4|4|3|3|3|3,7,0,-1,a0,
10,19|16|1|1|1|1|1,7,0,-1,a0,
10,19|15|2|1|1|1|1,7,0,-1,a0,
10,19|14|3|1|1|1|1,7,0,-1,a0,
10,19|14|2|2|1|1|1,7,0,-1,a0,
10,19|13|4|1|1|1|1,7,1,4998,silent,4997
10,19|13|3|2|1|1|1,7,6,8533,silent,8527
10,19|13|2|2|2|1|1,7,8,3385,silent,3377
10,19|12|5|1|1|1|1,7,5,10765,silent,10760
10,19|12|4|2|1|1|1,7,21,26887,silent,26866
10,19|12|3|3|1|1|1,7,18,17304,silent,17286
10,19|12|3|2|2|1|1,7,37,21613,silent,21576
10,19|12|2|2|2|2|1,7,24,5387,silent,5363
10,19|11|6|1|1|1|1,7,8,16801,silent,16793
10,19|11|5|2|1|1|1,7,54,57010,silent,56956
10,19|11|4|3|1|1|1,7,53,65737,silent,65684
10,19|11|4|2|2|1|1,7,95,67516,silent,67421
10,19|11|3|3|2|1|1,7,58,53638,silent,53580
10,19|11|3|2|2|2|1,7,71,32021,silent,31950
10,19|11|2|2|2|2|2,7,23,4572,silent,4549
10,19|10|7|1|1|1|1,7,13,18824,silent,18811
10,19|10|6|2|1|1|1,7,69,82171,silent,82102
10,19|10|5|3|1|1|1,7,122,138723,silent,138601
10,19|10|5|2|2|1|1,7,160,132467,silent,132307
10,19|10|4|4|1|1|1,7,51,73089,silent,73038
10,19|10|4|3|2|1|1,7,178,198181,silent,198003
10,19|10|4|2|2|2|1,7,153,93833,silent,93680
10,19|10|3|3|3|1|1,7,32,56152,silent,56120
10,19|10|3|3|2|2|1,7,69,78920,silent,78851
10,19|10|3|2|2|2|2,7,51,24671,silent,24620
10,19|9|8|1|1|1|1,7,8,12725,silent,12717
10,19|9|7|2|1|1|1,7,71,78277,silent,78206
10,19|9|6|3|1|1|1,7,140,181482,silent,181342
10,19|9|6|2|2|1|1,7,180,168535,silent,168355
10,19|9|5|4|1|1|1,7,140,179249,silent,179109
10,19|9|5|3|2|1|1,7,313,378463,silent,378150
10,19|9|5|2|2|2|1,7,200,163698,silent,163498
10,19|9|4|4|2|1|1,7,165,220377,silent,220212
10,19|9|4|3|3|1|1,7,102,204128,silent,204026
10,19|9|4|3|2|2|1,7,218,271107,silent,270889
10,19|9|4|2|2|2|2,7,93,65404,silent,65311
10,19|9|3|3|3|2|1,7,25,97987,silent,97962
10,19|9|3|3|2|2|2,7,33,56421,silent,56388
10,19|8|8|2|1|1|1,7,26,32302,silent,32276
10,19|8|7|3|1|1|1,7,104,134124,silent,134020
10,19|8|7|2|2|1|1,7,122,122709,silent,122587
10,19|8|6|4|1|1|1,7,137,211338,silent,211201
10,19|8|6|3|2|1|1,7,300,413359,silent,413059
10,19|8|6|2|2|2|1,7,190,173239,silent,173049
10,19|8|5|5|1|1|1,7,92,111980,silent,111888
10,19|8|5|4|2|1|1,7,322,467307,silent,466985
10,19|8|5|3|3|1|1,7,176,347584,silent,347408
10,19|8|5|3|2|2|1,7,295,446477,silent,446182
10,19|8|5|2|2|2|2,7,103,97869,silent,97766
10,19|8|4|4|3|1|1,7,125,257728,silent,257603
10,19|8|4|4|2|2|1,7,195,278410,silent,278215
10,19|8|4|3|3|2|1,7,102,321292,silent,321190
10,19|8|4|3|2|2|2,7,104,172917,silent,172813
10,19|8|3|3|3|3|1,7,3,55260,silent,55257
10,19|8|3|3|3|2|2,7,5,68667,silent,68662
10,19|7|7|4|1|1|1,7,74,97662,silent,97588
10,19|7|7|3|2|1|1,7,132,184455,silent,184323
10,19|7|7|2|2|2|1,7,73,75491,silent,75418
10,19|7|6|5|1|1|1,7,75,124953,silent,124878
10,19|7|6|4|2|1|1,7,257,416944,silent,416687
10,19|7|6|3|3|1|1,7,129,290365,silent,290236
10,19|7|6|3|2|2|1,7,228,368687,silent,368459
10,19|7|6|2|2|2|2,7,73,77935,silent,77862
10,19|7|5|5|2|1|1,7,154,245711,silent,245557
10,19|7|5|4|3|1|1,7,220,459204,silent,458984
10,19|7|5|4|2|2|1,7,261,476850,silent,476589
10,19|7|5|3|3|2|1,7,136,447653,silent,447517
10,19|7|5|3|2|2|2,7,104,230884,silent,230780
10,19|7|4|4|4|1|1,7,61,115296,silent,115235
10,19|7|4|4|3|2|1,7,136,360227,silent,360091
10,19|7|4|4|2|2|2,7,88,154071,silent,153983
10,19|7|4|3|3|3|1,7,12,157245,silent,157233
10,19|7|4|3|3|2|2,7,34,192671,silent,192637
10,19|7|3|3|3|3|2,7,0,-1,a0,
10,19|6|6|6|1|1|1,7,5,22647,silent,22642
10,19|6|6|5|2|1|1,7,80,157390,silent,157310
10,19|6|6|4|3|1|1,7,97,240853,silent,240756
10,19|6|6|4|2|2|1,7,141,249006,silent,248865
10,19|6|6|3|3|2|1,7,64,219727,silent,219663
10,19|6|6|3|2|2|2,7,59,112962,silent,112903
10,19|6|5|5|3|1|1,7,89,192157,silent,192068
10,19|6|5|5|2|2|1,7,75,184998,silent,184923
10,19|6|5|4|4|1|1,7,72,161609,silent,161537
10,19|6|5|4|3|2|1,7,156,466564,silent,466408
10,19|6|5|4|2|2|2,7,76,191250,silent,191174
10,19|6|5|3|3|3|1,7,19,163355,silent,163336
10,19|6|5|3|3|2|2,7,31,197069,silent,197038
10,19|6|4|4|4|2|1,7,66,141919,silent,141853
10,19|6|4|4|3|3|1,7,23,152128,silent,152105
10,19|6|4|4|3|2|2,7,50,176399,silent,176349
10,19|6|4|3|3|3|2,7,1,100532,silent,100531
10,19|6|3|3|3|3|3,7,0,-1,a0,
10,19|5|5|5|4|1|1,7,23,48131,silent,48108
10,19|5|5|5|3|2|1,7,28,110066,silent,110038
10,19|5|5|5|2|2|2,7,4,40943,silent,40939
10,19|5|5|4|4|2|1,7,36,108687,silent,108651
10,19|5|5|4|3|3|1,7,22,111545,silent,111523
10,19|5|5|4|3|2|2,7,23,125948,silent,125925
10,19|5|5|3|3|3|2,7,4,59658,silent,59654
